"station_id","longitude","latitude","numtrips.start","numtrips.stop","netflow","use","zip","adi_state_rank","adi_national_rank","food_min_dist","food_500","bus_min_dist","bus_500"
"ch462",-87.675815,41.97977,2045,2123,78,4168,60660,5,59,127.786266398844,15,1434.89082367102,0
"ch463",-87.668047,41.977997,6626,6951,325,13577,60660,5,59,19.3925340523446,110,777.326347650239,0
"ch464",-87.679459,41.975615,3824,3803,-21,7627,60625,5.25,62,20.9739243520696,18,1038.42417727193,0
"ch465",-87.650154,41.9716,5211,5282,71,10493,60640,5.26666666666667,61.2666666666667,398.079651831801,30,724.122172053213,0
"ch466",-87.682913,42.012132,459,520,61,979,60645,5.375,63.6875,19.4513556547395,4,1132.09752431037,0
"ch467",-87.690492,42.008594,857,970,113,1827,60645,5.375,63.6875,6.09014104283281,20,1864.81104465607,0
"ch468",-87.696423,41.983665,665,687,22,1352,60645,5.375,63.6875,46.4389909670217,39,1958.81312108301,0
"ch469",-87.716115,41.980394,1003,944,-59,1947,60659,5.5,63.6666666666667,95.8391300205557,21,1410.47142941343,0
"ch47",-87.6277,41.88918,18372,19755,1383,38127,60601,5.94736842105263,68.2105263157895,16.8411782044643,725,277.294522243189,8
"ch470",-87.709261,41.975672,859,873,14,1732,60645,5.375,63.6875,34.4341499129081,32,918.932911377573,0
"ch471",-87.701419,41.975633,1939,1864,-75,3803,60625,5.25,62,162.340152038548,8,1065.01744710024,0
"ch472",-87.692503,41.974911,1672,1585,-87,3257,60625,5.25,62,36.981797693435,46,985.922482661485,0
"ch474",-87.711831,41.968354,1595,1720,125,3315,60625,5.25,62,19.5395505852549,136,113.994292965652,4
"ch475",-87.69617,41.968711,1469,1494,25,2963,60625,5.25,62,7.56644307224932,50,335.537240234307,2
"ch476",-87.708052,41.966686,1111,1125,14,2236,60625,5.25,62,19.5993975519293,129,99.6856772315809,4
"ch477",-87.701083,41.966318,1134,1323,189,2457,60625,5.25,62,20.4804011059165,35,55.4559362785239,2
"ch478",-87.693638,41.9659,2662,2778,116,5440,60625,5.25,62,21.6937536790101,75,45.1328687846775,4
"ch479",-87.716569,41.961154,1244,1194,-50,2438,60625,5.25,62,32.0156498727118,36,803.730994236226,0
"ch48",-87.642884,41.897764,16554,17392,838,33946,60654,5.86666666666667,68.1333333333333,30.3198036125106,58,827.691015150628,0
"ch480",-87.707017,41.9615155,1015,1131,116,2146,60625,5.25,62,29.2008586045164,67,519.644723553811,0
"ch481",-87.695439,41.961068,1526,1569,43,3095,60625,5.25,62,107.404154980165,9,571.467160516578,0
"ch482",-87.691165,41.961526,2299,2310,11,4609,60618,5.4,63.3333333333333,88.5736087066963,22,560.359946881926,0
"ch483",-87.732286,41.9536255,1028,893,-135,1921,60641,5.82352941176471,67.1176470588235,15.407982148378,29,265.133485991218,2
"ch484",-87.719128,41.954005,1204,1176,-28,2380,60618,5.4,63.3333333333333,20.3505868298595,41,846.032558095188,0
"ch485",-87.709311,41.953586,1076,1174,98,2250,60625,5.25,62,49.5459904223398,47,1379.00821216407,0
"ch486",-87.68608,41.954341,1784,1848,64,3632,60625,5.25,62,34.967785874856,16,929.800168897837,0
"ch487",-87.698051,41.952162,1211,1438,227,2649,60625,5.25,62,193.427782102671,45,1570.63516424885,0
"ch488",-87.727737,41.945636,353,371,18,724,60641,5.82352941176471,67.1176470588235,58.9457956603446,32,819.003281580195,0
"ch489",-87.716422,41.946782,1479,1256,-223,2735,60618,5.4,63.3333333333333,85.872982724351,14,1018.1385454143,0
"ch49",-87.629521,41.88132,22616,23220,604,45836,60602,5.94736842105263,68.2105263157895,31.6921159923944,701,69.5511263387459,18
"ch490",-87.70665,41.945244,2230,2247,17,4477,60625,5.25,62,61.9954799662322,32,920.948454307066,0
"ch491",-87.694615,41.946636,1949,2090,141,4039,60618,5.4,63.3333333333333,92.1310074591978,10,1656.72727938741,0
"ch492",-87.683367,41.947029,1714,1840,126,3554,60625,5.25,62,387.377571105755,59,723.472115023851,0
"ch493",-87.687395,41.943026,2958,3166,208,6124,60618,5.4,63.3333333333333,108.374052180684,57,1147.12954331338,0
"ch494",-87.708923,41.982397,733,676,-57,1409,60645,5.375,63.6875,21.3953249923606,35,1646.3032182493,0
"ch495",-87.72897,41.961108,620,613,-7,1233,60625,5.25,62,45.889293818715,58,909.159460656584,0
"ch496",-87.723554,41.939448,1187,1251,64,2438,60647,5.1875,60.125,74.8341289315854,80,939.839007658098,0
"ch497",-87.711561,41.939398,2022,2069,47,4091,60618,5.4,63.3333333333333,22.8175614122236,15,155.411643119883,2
"ch498",-87.698008,41.938429,1601,1662,61,3263,60618,5.4,63.3333333333333,57.6123964237243,43,1190.59663815106,0
"ch499",-87.723777,41.930585,1501,1608,107,3109,60647,5.1875,60.125,153.664490862706,22,1264.68053067277,0
"ch5",-87.627716,41.874053,8123,8335,212,16458,60605,5.61111111111111,64.7222222222222,56.5097878538661,261,19.7356598309899,10
"ch50",-87.630585,41.875933,12340,11041,-1299,23381,60602,5.94736842105263,68.2105263157895,49.542045935822,374,102.722767333742,12
"ch500",-87.716889,41.935337,944,984,40,1928,60647,5.1875,60.125,34.106184713174,58,487.356690444633,2
"ch501",-87.701195,41.931902,2439,2729,290,5168,60625,5.25,62,17.5778872630069,34,655.385915486486,0
"ch502",-87.697899,41.926618,2430,2343,-87,4773,60625,5.25,62,28.580821316657,86,526.401207782969,0
"ch503",-87.715441,41.924399,2242,2481,239,4723,60647,5.1875,60.125,38.3523371951012,56,823.347509547533,0
"ch504",-87.689307,41.924632,3034,3267,233,6301,60625,5.25,62,49.2105912714428,44,696.509780204869,0
"ch505",-87.67646,41.924091,2130,2232,102,4362,60647,5.1875,60.125,93.7712114937396,35,1262.84223486277,0
"ch506",-87.710357,41.917184,2592,2849,257,5441,60647,5.1875,60.125,7.30709262308834,43,1235.7079581851,0
"ch507",-87.701809,41.917513,4192,4132,-60,8324,60625,5.25,62,49.8562820436272,66,638.891696400154,0
"ch508",-87.716632,41.909657,951,1069,118,2020,60647,5.1875,60.125,27.0617593814423,23,2131.51648552084,0
"ch509",-87.70528,41.909769,2461,2344,-117,4805,60647,5.1875,60.125,155.407649166068,22,1520.4171133134,0
"ch51",-87.63189,41.884576,13414,13854,440,27268,60602,5.94736842105263,68.2105263157895,61.5021229637025,654,153.535511087924,12
"ch510",-87.70922,41.902707,1091,1002,-89,2093,60622,6.125,69.9375,406.543818943452,2,2057.93534282428,0
"ch511",-87.705126,41.914027,4724,4612,-112,9336,60647,5.1875,60.125,253.933681164187,37,1113.1474800773,0
"ch514",-87.68452,42.019276,202,193,-9,395,60645,5.375,63.6875,15.7388744853567,29,963.390002975351,0
"ch515",-87.673573,42.019159,827,878,51,1705,60626,5.25,62,4.94851905527719,47,57.4035435965235,4
"ch517",-87.675005,42.015963,392,392,0,784,60645,5.375,63.6875,28.2338276467133,67,386.254332957009,6
"ch518",-87.716866,41.885502,327,346,19,673,60644,5.4375,63.9375,261.456121975829,5,72.2644858688589,2
"ch519",-87.677725,42.016977,214,183,-31,397,60626,5.25,62,232.740976151748,43,462.524149130439,4
"ch52",-87.624117,41.886024,23721,24783,1062,48504,60601,5.94736842105263,68.2105263157895,42.1080695430264,507,335.136870574381,2
"ch520",-87.66857,42.015962,1180,1116,-64,2296,60645,5.375,63.6875,14.7047092856198,30,44.2799339056899,6
"ch522",-87.669563,42.019537,251,262,11,513,60626,5.25,62,38.7819159554251,40,280.708373688299,6
"ch523",-87.665086,42.021019,1135,1134,-1,2269,60626,5.25,62,237.235945312375,5,660.622906595093,0
"ch524",-87.774704,41.894887,87,79,-8,166,60651,5.86666666666667,68.1333333333333,32.9462925931085,11,844.795310492259,0
"ch525",-87.666058,42.012701,339,347,8,686,60645,5.375,63.6875,167.692667846933,21,433.043029630278,4
"ch526",-87.688243,42.012342,209,235,26,444,60645,5.375,63.6875,153.821017868439,23,1474.47863039924,0
"ch527",-87.690048,42.018901,187,199,12,386,60645,5.375,63.6875,39.2767481780042,17,1370.47200890412,0
"ch528",-87.726491,41.885409,76,91,15,167,60644,5.4375,63.9375,46.7547897624764,8,90.2207862923152,2
"ch529",-87.745261,41.886841,64,51,-13,115,60644,5.4375,63.9375,14.7325332478106,11,58.8438623714723,2
"ch53",-87.633775,41.894729,13545,13638,93,27183,60611,5.82352941176471,67.2352941176471,22.5460910831083,316,512.264847549525,0
"ch530",-87.755527,41.887832,47,55,8,102,60302,6.71428571428571,72.75,84.4371403299644,9,86.8192191070855,2
"ch531",-87.765469,41.887664,39,42,3,81,60651,5.86666666666667,68.1333333333333,62.0202281814381,12,34.0388186656955,2
"ch532",-87.774446,41.887919,223,213,-10,436,60302,6.71428571428571,72.75,27.5541527043244,5,74.1670065891735,2
"ch533",-87.71547,41.875679,62,56,-6,118,60644,5.4375,63.9375,123.530797101505,6,796.791592671429,0
"ch534",-87.726279,41.880827,113,126,13,239,60644,5.4375,63.9375,41.8781171137368,39,514.413287999623,0
"ch535",-87.725704,41.874325,106,115,9,221,60652,5.86666666666667,68.1333333333333,114.422209831374,15,58.7440853989447,2
"ch536",-87.73541,41.885928,51,74,23,125,60651,5.86666666666667,68.1333333333333,81.7701771556396,2,773.676929136063,0
"ch537",-87.741018,41.880708,59,42,-17,101,60644,5.4375,63.9375,183.477394008593,22,714.060078379517,0
"ch538",-87.746619,41.872131,23,17,-6,40,60644,5.4375,63.9375,132.166415708647,18,136.450648181366,2
"ch539",-87.745405,41.877613,51,54,3,105,60644,5.4375,63.9375,37.4205906311864,21,671.080408047399,0
"ch54",-87.654061,41.896362,7956,8270,314,16226,60642,5.82352941176471,67.1176470588235,60.2315086884832,25,100.852443442777,2
"ch540",-87.753933,41.88051,61,54,-7,115,60644,5.4375,63.9375,28.2516575929157,29,744.10626116797,0
"ch541",-87.764499,41.872993,31,42,11,73,60804,5.92307692307692,66.6923076923077,259.218543656953,2,1049.50661213157,0
"ch542",-87.763238,41.880121,57,50,-7,107,60302,6.71428571428571,72.75,106.068443579608,24,831.718279819275,0
"ch543",-87.755285,41.875806,32,34,2,66,60644,5.4375,63.9375,27.9357770343493,3,963.463287485396,0
"ch544",-87.773264,41.87998,142,115,-27,257,60644,5.4375,63.9375,52.3943789485225,7,815.473286873211,0
"ch545",-87.735737,41.877917,100,100,0,200,60644,5.4375,63.9375,286.785948605704,18,953.277311845328,0
"ch546",-87.676597,41.823192,75,85,10,160,60609,5.3125,61.0625,362.956588258792,2,761.628988489838,0
"ch547",-87.665577,41.823465,124,139,15,263,60620,5.64285714285714,64.7857142857143,50.5188933917404,9,1410.62708214951,0
"ch548",-87.650931,41.823613,36,22,-14,58,60616,5.82352941176471,67.1764705882353,12.5602777098053,4,1884.41206873706,0
"ch549",-87.666589,41.813996,17,23,6,40,60609,5.3125,61.0625,115.949390796439,36,1788.71976870583,0
"ch55",-87.648625,41.867324,4010,3811,-199,7821,60607,5.33333333333333,62.2777777777778,118.850348520471,59,909.672611514744,0
"ch550",-87.764902,41.894958,29,31,2,60,60651,5.86666666666667,68.1333333333333,23.2975815968196,14,842.986517695625,0
"ch551",-87.67718,41.808227,46,51,5,97,60609,5.3125,61.0625,21.1788225432355,31,700.111142993999,0
"ch552",-87.66454,41.80887,122,40,-82,162,60609,5.3125,61.0625,137.079938339336,32,1688.46795049781,0
"ch553",-87.656526,41.80839,25,14,-11,39,60609,5.3125,61.0625,35.7407052812571,9,2136.89208617716,0
"ch554",-87.674684,41.800908,88,105,17,193,60609,5.3125,61.0625,49.1910746953301,6,874.718592073562,0
"ch555",-87.664699,41.803023,33,28,-5,61,60609,5.3125,61.0625,9.62898434149143,14,1614.47109623488,0
"ch556",-87.657195,41.799659,28,23,-5,51,60609,5.3125,61.0625,246.416923949777,15,2294.3919140325,0
"ch557",-87.674254,41.794587,7,6,-1,13,60609,5.3125,61.0625,64.4670727603556,8,1371.93086763228,0
"ch558",-87.664429,41.792822,12,12,0,24,60609,5.3125,61.0625,69.5081100529942,9,2084.83695166334,0
"ch559",-87.654947,41.794694,22,25,3,47,60636,5.75,65.8125,290.009341347837,6,1962.6897711588,0
"ch56",-87.644448,41.888716,19976,17486,-2490,37462,60606,5.61111111111111,64.7222222222222,50.5719794900006,146,378.058946988717,4
"ch560",-87.666215,41.786833,31,27,-4,58,60636,5.75,65.8125,97.0771801732302,10,2025.83902607229,0
"ch561",-87.674101,41.783681,17,17,0,34,60636,5.75,65.8125,453.438536845234,6,2459.71318794926,0
"ch562",-87.654372,41.783189,1,1,0,2,60620,5.64285714285714,64.7857142857143,42.2519859562923,18,965.059849922257,0
"ch563",-87.664843,41.779374,26,29,3,55,60636,5.75,65.8125,55.1141420104923,22,1713.20000256514,0
"ch564",-87.654308,41.775393,8,8,0,16,60636,5.75,65.8125,349.997510149372,16,924.963020441922,0
"ch565",-87.663815,41.774074,16,14,-2,30,60636,5.75,65.8125,111.061781205847,9,1714.64943381668,0
"ch566",-87.664069,41.768726,20,24,4,44,60636,5.75,65.8125,2.7473295867223,25,2001.17664760359,0
"ch567",-87.652934,41.768938,11,15,4,26,60620,5.64285714285714,64.7857142857143,61.1384750111766,12,1325.47835222773,0
"ch568",-87.637297,41.763462,12,17,5,29,60621,6.125,69.9375,284.0505766638,1,1105.84484649157,0
"ch569",-87.595751,41.75916,11,8,-3,19,60619,5.35714285714286,62.5714285714286,408.183481499618,4,2494.77077527417,0
"ch57",-87.641088,41.867118,6853,7523,670,14376,60605,5.61111111111111,64.7222222222222,36.7341036905026,55,935.366933868977,0
"ch570",-87.606685,41.758308,22,20,-2,42,60649,5.21428571428571,60.7142857142857,44.9906570123155,20,1765.35122946705,0
"ch571",-87.614138,41.758361,9,12,3,21,60619,5.35714285714286,62.5714285714286,20.1916354991018,28,1269.29832324763,0
"ch572",-87.624621,41.756971,42,59,17,101,60621,6.125,69.9375,184.762039083624,18,728.865699343302,0
"ch573",-87.624424,41.750794,103,90,-13,193,60619,5.35714285714286,62.5714285714286,24.0177324996588,27,70.7763386842399,2
"ch574",-87.613783,41.750951,25,38,13,63,60619,5.35714285714286,62.5714285714286,28.8796448972152,36,944.122039642832,0
"ch575",-87.605026,41.753174,25,34,9,59,60619,5.35714285714286,62.5714285714286,183.060971213068,34,1698.3840750741,0
"ch576",-87.597552,41.751294,18,15,-3,33,60619,5.35714285714286,62.5714285714286,185.252633422338,9,2294.31140710745,0
"ch577",-87.585337,41.751173,39,48,9,87,60649,5.21428571428571,60.7142857142857,37.673572730969,18,3309.27514847347,0
"ch578",-87.574845,41.751802,28,27,-1,55,60617,5.21428571428571,61.3571428571429,81.3967847146028,12,4083.50873259369,0
"ch579",-87.565211,41.75182,29,23,-6,52,60649,5.21428571428571,60.7142857142857,21.1225448605615,14,4629.88528523136,0
"ch58",-87.668879,41.916017,16914,16796,-118,33710,60614,5.82352941176471,67.2352941176471,61.7835382388167,20,994.770285496579,0
"ch580",-87.552812,41.751731,16,15,-1,31,NA,5.65194094747947,65.2719986419663,19.5260098905223,5,5434.23666631257,0
"ch581",-87.551201,41.744607,11,10,-1,21,60617,5.21428571428571,61.3571428571429,70.6627499078898,8,6031.75430286197,0
"ch582",-87.564725,41.746334,2,8,6,10,60617,5.21428571428571,61.3571428571429,301.103569121854,1,5043.22125708666,0
"ch583",-87.586005,41.746559,50,33,-17,83,60619,5.35714285714286,62.5714285714286,31.7790554219368,12,3280.90390311682,0
"ch584",-87.599034,41.744123,7,7,0,14,60619,5.35714285714286,62.5714285714286,487.984977972625,7,2279.04383467274,0
"ch585",-87.604786,41.744053,152,147,-5,299,60619,5.35714285714286,62.5714285714286,27.9045578627095,26,1832.56904585906,0
"ch586",-87.6148,41.743116,17,30,13,47,60619,5.35714285714286,62.5714285714286,52.3934488710727,5,1180.5281253007,0
"ch587",-87.622849,41.743316,9,9,0,18,60619,5.35714285714286,62.5714285714286,29.3205391431954,4,811.063555833377,0
"ch588",-87.575225,41.743921,7,8,1,15,60617,5.21428571428571,61.3571428571429,28.9168847708489,6,4211.79350151265,0
"ch589",-87.749594,41.954468,224,222,-2,446,60630,4.8125,57.0625,32.3968364736972,58,930.555240627071,0
"ch59",-87.625961,41.867227,21587,22944,1357,44531,60605,5.61111111111111,64.7222222222222,10.4679075528055,123,55.8384709430218,4
"ch590",-87.740569,41.953733,265,228,-37,493,60641,5.82352941176471,67.1176470588235,76.8371576819201,11,902.114408043984,0
"ch591",-87.74002,41.948818,113,127,14,240,60641,5.82352941176471,67.1176470588235,436.207678065184,3,1004.30892345935,0
"ch592",-87.745359,41.960631,312,231,-81,543,60641,5.82352941176471,67.1176470588235,222.918198147655,10,179.078726218133,2
"ch593",-87.644874,41.787539,11,5,-6,16,60621,6.125,69.9375,68.5133633291838,8,956.185153560303,0
"ch594",-87.683392,41.805661,152,137,-15,289,60609,5.3125,61.0625,327.794037122682,15,134.35758556301,2
"ch595",-87.622634,41.736646,22,43,21,65,60619,5.35714285714286,62.5714285714286,37.9383254564706,17,223.722532898785,2
"ch596",-87.683485,42.048214,2620,2519,-101,5139,60208,6.225,69.3,3166.94939788392,0,745.028897244949,0
"ch597",-87.679101,42.032562,1348,1350,2,2698,60202,6.59523809523809,72.4523809523809,1401.86727715583,0,105.688274083674,2
"ch598",-87.684107,42.025784,172,224,52,396,60626,5.25,62,707.973761156603,0,519.807389187665,0
"ch599",-87.699413,42.039742,185,202,17,387,60202,6.59523809523809,72.4523809523809,2278.34775407927,0,1489.94357055512,0
"ch6",-87.61279477,41.885041995,20368,18213,-2155,38581,60601,5.94736842105263,68.2105263157895,79.5719290567726,11,1246.77967135086,0
"ch60",-87.649422,41.910578,10762,10796,34,21558,60614,5.82352941176471,67.2352941176471,37.4709837579369,112,22.0527767742571,2
"ch600",-87.698224,42.048308,447,457,10,904,60201,6.59523809523809,72.4523809523809,3228.06081566503,0,1562.03196233153,0
"ch601",-87.69873,42.063598,685,695,10,1380,60201,6.59523809523809,72.4523809523809,4926.48598852412,0,1086.19598889651,0
"ch602",-87.685962,42.063999,705,654,-51,1359,60201,6.59523809523809,72.4523809523809,4917.12781539649,0,28.5859481299116,2
"ch603",-87.677821,42.050491,1484,1360,-124,2844,60208,6.225,69.3,3321.7013929605,0,978.458238121367,0
"ch604",-87.677432,42.058239,1493,1503,10,2996,60208,6.225,69.3,4174.21063327532,0,488.810563585108,2
"ch605",-87.673447,42.052939,1294,1330,36,2624,60208,6.225,69.3,3569.11860720706,0,1011.15988737694,0
"ch606",-87.800367,41.894071,902,775,-127,1677,60302,6.71428571428571,72.75,1665.06868670753,0,835.452123867497,0
"ch607",-87.783055,41.898168,482,521,39,1003,60302,6.71428571428571,72.75,788.582295459488,0,1223.81662822766,0
"ch608",-87.776842,41.890491,146,115,-31,261,60302,6.71428571428571,72.75,326.728083895189,10,420.292830745506,2
"ch609",-87.800255,41.88891,663,702,39,1365,60302,6.71428571428571,72.75,2118.17976268512,0,333.507290506329,2
"ch61",-87.672552,41.907655,11275,11815,540,23090,60622,6.125,69.9375,18.6793887917698,220,467.020879218523,2
"ch610",-87.80287,41.88681,1198,1256,58,2454,60153,6.65217391304348,72.7173913043478,2336.49941019718,0,25.7455303329841,2
"ch611",-87.793899,41.886923,815,860,45,1675,60302,6.71428571428571,72.75,1592.67796884732,0,12.033916158185,2
"ch612",-87.785236,41.888085,456,462,6,918,60302,6.71428571428571,72.75,869.289268529792,0,166.331097526088,2
"ch613",-87.80224,41.879837,696,678,-18,1374,60153,6.65217391304348,72.7173913043478,2295.87071916649,0,782.584723460256,0
"ch614",-87.789247,41.880113,651,600,-51,1251,60302,6.71428571428571,72.75,1217.40527526313,0,851.383624300712,0
"ch615",-87.779425,41.87981,312,417,105,729,60304,6.71428571428571,72.75,402.4604127488,3,888.763856662115,0
"ch616",-87.793945,41.872987,483,488,5,971,60402,6.59090909090909,72.0909090909091,1785.09985344498,0,217.633928463088,2
"ch617",-87.788938,41.871312,512,532,20,1044,60402,6.59090909090909,72.0909090909091,1407.57339016402,0,238.174832809006,2
"ch618",-87.77919,41.87055,506,396,-110,902,60304,6.71428571428571,72.75,710.117390750902,0,200.228294353228,2
"ch619",-87.727752,41.924361,541,530,-11,1071,60639,5.06666666666667,59.2,128.691403876891,20,1701.31882742386,0
"ch62",-87.618835,41.851375,6208,5914,-294,12122,60616,5.82352941176471,67.1764705882353,19.49809048309,68,657.428129714528,0
"ch620",-87.637536,41.898203,593,392,-201,985,60654,5.86666666666667,68.1333333333333,12.9440100850982,153,795.147727024191,0
"ch66",-87.641253,41.885464,21872,21343,-529,43215,60602,5.94736842105263,68.2105263157895,32.8852471457108,339,49.9274952827049,2
"ch67",-87.653708,41.925602,15534,16326,792,31860,60614,5.82352941176471,67.2352941176471,66.4912913242534,149,92.8622306003558,4
"ch68",-87.640795,41.875885,6940,6870,-70,13810,60402,6.59090909090909,72.0909090909091,85.0235944500128,133,41.5097198516727,2
"ch69",-87.677692,41.909396,19423,20905,1482,40328,60647,5.1875,60.125,9.64471075580206,237,44.0642428491604,2
"ch7",-87.617517,41.886349,10088,9398,-690,19486,60601,5.94736842105263,68.2105263157895,32.750343035147,114,871.508529144227,0
"ch71",-87.652305,41.885483,13977,14794,817,28771,60622,6.125,69.9375,2.48419642412594,300,14.7409158439455,2
"ch72",-87.625813,41.860384,8500,9556,1056,18056,60605,5.61111111111111,64.7222222222222,132.963705720204,40,782.49083802069,0
"ch73",-87.642746,41.880422,11060,10116,-944,21176,60402,6.59090909090909,72.0909090909091,75.3431721842641,365,561.734848939161,0
"ch74",-87.641711,41.893882,19795,18271,-1524,38066,60654,5.86666666666667,68.1333333333333,59.1423690826798,72,571.439925924828,0
"ch75",-87.641052,41.878412,30503,29066,-1437,59569,60602,5.94736842105263,68.2105263157895,62.595553960965,259,319.156602801098,2
"ch76",-87.616743,41.880958,51090,48583,-2507,99673,60601,5.94736842105263,68.2105263157895,45.4078269175607,13,788.111682263089,0
"ch77",-87.641066,41.882242,41744,35433,-6311,77177,60602,5.94736842105263,68.2105263157895,35.2141708995069,409,386.239458017438,2
"ch80",-87.653929,41.880456,10577,11047,470,21624,60607,5.33333333333333,62.2777777777778,12.8453028719664,120,587.731278366677,0
"ch81",-87.629634,41.884241,23240,22895,-345,46135,60601,5.94736842105263,68.2105263157895,29.6190828579313,730,120.702377629301,14
"ch84",-87.645925,41.891,9293,8160,-1133,17453,60654,5.86666666666667,68.1333333333333,83.0838698117334,39,138.782440720851,2
"ch85",-87.623777,41.90096,37754,39710,1956,77464,60611,5.82352941176471,67.2352941176471,21.5037969458879,262,600.162312925973,0
"ch86",-87.660984,41.896373,5982,5899,-83,11881,60622,6.125,69.9375,49.346564202605,52,479.967481853029,2
"ch87",-87.658404,41.925563,7436,7515,79,14951,60614,5.82352941176471,67.2352941176471,67.30629013291,51,462.870465302518,4
"ch88",-87.655688,41.88397,6906,6999,93,13905,60622,6.125,69.9375,59.7126626419477,197,341.125155941207,2
"ch89",-87.633106,41.875009,9549,8626,-923,18175,60602,5.94736842105263,68.2105263157895,67.5853032193543,272,130.592859806445,10
"ch9",-87.680604,41.828792,859,838,-21,1697,60609,5.3125,61.0625,87.5119023643264,38,62.3281899460028,2
"ch90",-87.624084,41.881032,37453,40071,2618,77524,60601,5.94736842105263,68.2105263157895,50.633715768729,416,234.457860831367,8
"ch91",-87.64117,41.88338,47125,43924,-3201,91049,60602,5.94736842105263,68.2105263157895,34.7679015468568,375,260.246719473965,2
"ch92",-87.653449,41.894556,6216,5609,-607,11825,60642,5.82352941176471,67.1176470588235,85.1322539897472,47,223.426195987617,2
"ch93",-87.652855,41.913688,8898,8752,-146,17650,60622,6.125,69.9375,7.25718430663297,89,454.53374010361,2
"ch94",-87.636282,41.918306,21582,22651,1069,44233,60614,5.82352941176471,67.2352941176471,118.605579784245,61,912.213865574755,0
"ch95",-87.586788,41.778701,468,406,-62,874,60649,5.21428571428571,60.7142857142857,240.203016240726,4,1595.3520710245,0
"ch96",-87.644571,41.884616,9955,8911,-1044,18866,60606,5.61111111111111,64.7222222222222,19.4315864517895,396,259.806945440526,2
"ch97",-87.617813,41.865262,14850,13451,-1399,28301,60605,5.61111111111111,64.7222222222222,162.679458532911,21,766.590351188624,0
"ch98",-87.63253,41.882664,15224,13767,-1457,28991,60602,5.94736842105263,68.2105263157895,3.40845114571133,622,103.810582772429,16
"ch99",-87.614492,41.89257,16185,15800,-385,31985,60601,5.94736842105263,68.2105263157895,146.868122751196,160,1127.26987012585,0
